                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                0.47927,                0.44383,                 1.0562,                0.52207,                0.52325,                 1.0672,                0.98881,                 0.9949,                  0.995,                0.90641,                0.46594,                0.36069,                 1.0584,                0.43901,                0.37939,                 1.0226,             0.00077111,             0.00077111,             0.00077111
                     41,                 0.4515,                0.42461,                 1.0472,                0.50738,                0.51798,                 1.0626,                0.98808,                0.94701,                0.98936,                0.92162,                0.41288,                 0.3322,                  1.027,                0.40898,                0.44224,                 1.0261,             0.00074753,             0.00074753,             0.00074753
                     42,                0.46551,                0.41523,                  1.047,                0.50456,                 0.4883,                 1.0606,                0.99806,                0.97689,                0.99417,                0.91237,                0.40538,                0.33507,                0.99692,                0.40816,                0.36704,                 1.0101,             0.00072395,             0.00072395,             0.00072395
                     43,                0.46496,                0.42562,                 1.0551,                0.52836,                0.49343,                 1.0832,                0.99076,                0.94672,                0.99026,                 0.9146,                0.42961,                0.32521,                 1.0159,                0.41503,                0.38457,                 1.0134,             0.00070038,             0.00070038,             0.00070038
                     44,                0.47041,                0.42075,                 1.0494,                0.52484,                0.49716,                 1.0682,                0.96479,                0.92527,                 0.9892,                 0.9245,                0.38355,                0.32002,                0.96964,                0.38328,                0.39593,                0.98412,              0.0006768,              0.0006768,              0.0006768
                     45,                0.46382,                0.41918,                 1.0466,                0.51045,                0.48846,                 1.0568,                 0.9814,                0.99436,                  0.995,                0.91619,                0.40681,                0.32561,                0.99766,                0.42737,                0.35885,                 1.0253,             0.00065323,             0.00065323,             0.00065323
                     46,                0.47724,                0.39412,                  1.062,                0.52782,                0.46795,                 1.0764,                0.97158,                0.94277,                0.98987,                0.90307,                0.45197,                 0.3469,                 1.0536,                0.44343,                 0.4072,                 1.0401,             0.00062965,             0.00062965,             0.00062965
                     47,                0.47118,                0.40328,                 1.0624,                0.51122,                0.46959,                 1.0748,                0.98965,                0.97531,                  0.995,                0.92695,                  0.417,                0.32997,                 1.0576,                0.42194,                0.32616,                 1.0525,             0.00060607,             0.00060607,             0.00060607
                     48,                0.44925,                0.40485,                 1.0519,                0.49971,                0.44707,                 1.0654,                0.99956,                0.99984,                  0.995,                0.93283,                0.40537,                0.30459,                  1.036,                0.42195,                0.31801,                 1.0477,              0.0005825,              0.0005825,              0.0005825
                     49,                0.43201,                0.39378,                 1.0277,                0.49737,                0.44479,                 1.0425,                0.99203,                      1,                  0.995,                0.92004,                0.39284,                0.29735,                0.99803,                0.39181,                0.29641,                 1.0112,             0.00055892,             0.00055892,             0.00055892
                     50,                0.44578,                0.39428,                 1.0398,                0.48987,                0.45785,                 1.0578,                0.95635,                 0.9402,                0.98896,                0.91616,                0.39327,                0.32387,                0.98958,                0.41305,                0.37222,                  1.018,             0.00053535,             0.00053535,             0.00053535
                     51,                0.42222,                0.37904,                 1.0131,                0.46159,                0.43088,                 1.0283,                0.99411,                0.99038,                  0.995,                  0.928,                0.36381,                0.28471,                0.94956,                0.37247,                0.31404,                0.95967,             0.00051177,             0.00051177,             0.00051177
                     52,                0.45192,                0.40529,                 1.0465,                0.49115,                0.46052,                 1.0548,                0.99259,                      1,                  0.995,                0.94705,                 0.3817,                0.28295,                0.97785,                0.35424,                0.26803,                0.96436,             0.00048819,             0.00048819,             0.00048819
                     53,                0.44257,                0.38108,                 1.0295,                0.49193,                0.45679,                 1.0468,                0.96903,                0.97184,                0.99269,                0.91841,                0.41568,                0.28864,                 1.0211,                  0.415,                0.32941,                 1.0277,             0.00046462,             0.00046462,             0.00046462
                     54,                0.41752,                0.35883,                  1.018,                0.46129,                0.38959,                 1.0289,                0.96656,                0.98133,                0.99333,                0.92267,                0.41121,                  0.282,                 1.0094,                0.40001,                0.31324,                 1.0125,             0.00044104,             0.00044104,             0.00044104
                     55,                0.42095,                0.34065,                 1.0194,                0.47419,                0.39385,                  1.035,                0.97205,                0.96977,                0.99182,                0.92206,                0.39117,                0.26629,                0.99228,                0.38793,                 0.3339,                 1.0012,             0.00041746,             0.00041746,             0.00041746
                     56,                0.39738,                0.35111,                 1.0031,                0.44662,                0.39199,                 1.0185,                0.98119,                0.98868,                  0.995,                0.92854,                0.38609,                0.27718,                0.97418,                0.40657,                 0.3029,                 1.0036,             0.00039389,             0.00039389,             0.00039389
                     57,                0.41208,                0.34826,                 1.0044,                 0.4507,                0.39314,                 1.0144,                0.89416,                0.93635,                0.98013,                0.92285,                0.36847,                0.25486,                 0.9574,                0.36498,                0.39404,                0.96239,             0.00037031,             0.00037031,             0.00037031
                     58,                0.42958,                0.35423,                 1.0224,                0.48012,                0.39543,                 1.0382,                      1,                0.98221,                  0.995,                0.92904,                0.37411,                0.27301,                0.96839,                0.37853,                0.31022,                0.97994,             0.00034674,             0.00034674,             0.00034674
                     59,                0.40538,                0.35147,                 1.0107,                0.44609,                 0.4032,                 1.0221,                 0.9297,                0.97492,                0.99117,                0.91549,                0.39041,                0.28686,                0.97683,                0.41867,                0.37483,                 1.0001,             0.00032316,             0.00032316,             0.00032316
                     60,                0.40343,                0.33196,                 1.0062,                0.44279,                0.36243,                 1.0191,                0.99792,                0.94701,                0.99093,                0.91072,                0.40517,                0.29504,                 1.0131,                 0.4429,                0.32239,                 1.0226,             0.00029958,             0.00029958,             0.00029958
                     61,                0.28345,                0.34285,                0.96008,                 0.2953,                0.36916,                0.97586,                 0.9569,                0.98858,                0.99253,                0.93635,                0.39593,                0.31332,                 1.0188,                0.38876,                0.34048,                 1.0033,             0.00027601,             0.00027601,             0.00027601
                     62,                0.28453,                0.27858,                0.95374,                0.29489,                0.29832,                0.97274,                0.96579,                      1,                0.99417,                0.94613,                0.36016,                 0.2911,                0.96911,                0.35105,                0.29621,                0.95981,             0.00025243,             0.00025243,             0.00025243
                     63,                0.28025,                0.28699,                0.95027,                0.29477,                0.32283,                0.96509,                0.95434,                0.99569,                0.99063,                0.93995,                0.34547,                0.27495,                0.94125,                  0.329,                0.31155,                0.93462,             0.00022886,             0.00022886,             0.00022886
                     64,                0.26434,                0.26583,                0.94045,                0.27849,                0.30286,                  0.951,                0.95619,                      1,                0.99066,                 0.9372,                0.34751,                0.27968,                0.93028,                0.33042,                0.29134,                0.92775,             0.00020528,             0.00020528,             0.00020528
                     65,                0.26951,                0.27396,                0.92609,                0.27716,                0.29065,                0.93799,                   0.98,                      1,                  0.995,                0.94918,                0.33027,                0.27086,                 0.9067,                0.32455,                0.28733,                0.91326,              0.0001817,              0.0001817,              0.0001817
                     66,                0.24824,                0.25983,                0.94691,                0.25661,                0.29711,                0.95816,                 0.9598,                0.99307,                0.98688,                0.93671,                0.32306,                0.25978,                 0.9004,                0.31687,                0.33395,                 0.9066,             0.00015813,             0.00015813,             0.00015813
                     67,                0.25805,                0.24818,                0.93916,                0.26983,                0.28342,                0.95206,                0.97744,                0.93747,                0.99027,                0.93863,                0.33452,                0.26315,                0.91047,                0.33294,                0.29195,                0.91866,             0.00013455,             0.00013455,             0.00013455
                     68,                0.24913,                0.24582,                0.93137,                0.25363,                0.26066,                0.94076,                0.96323,                      1,                  0.995,                0.94749,                0.32087,                 0.2472,                0.89601,                0.32038,                0.24963,                 0.9055,             0.00011097,             0.00011097,             0.00011097
                     69,                0.24572,                0.23563,                0.94201,                0.25644,                0.25974,                0.95369,                 0.9666,                0.99348,                0.99324,                0.94375,                0.31911,                0.24707,                0.89632,                0.32781,                0.26606,                0.91247,             8.7398e-05,             8.7398e-05,             8.7398e-05
                     70,                0.23888,                0.22943,                0.93421,                0.24592,                0.25328,                0.94487,                0.97399,                0.99686,                  0.995,                0.94765,                0.33179,                0.25507,                0.91021,                0.33444,                0.24968,                 0.9226,             6.3822e-05,             6.3822e-05,             6.3822e-05
